client_id	path	sentence	up_votes	down_votes	age	gender	accent
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229352.mp3	Ar melmi?	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229356.mp3	Deg wul-ik tebren testent.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229358.mp3	Taṣebḥit mazal itran, yesseglaf ur yettsetḥi.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229359.mp3	Leḥmala tettfeggiḍ.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229506.mp3	Itbeε addal, iǧǧa leqraya.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229507.mp3	Iɛedda Ɛumer ɛzizen, i tiṭ i t-iẓran.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229508.mp3	Ihi, ẓẓadent tlawin azemmur-a akkit deg yixxamen-nsent.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229511.mp3	Akraren la ṭṭafaren.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229546.mp3	Imiren agdud iḥbes, ur d-ittawi ara aman.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229547.mp3	Tebbeḥbeḥ taɣect-iw seg usuɣu.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229548.mp3	Deg unebdu-nni kan tedda d tislit.	0	1	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229549.mp3	Aten-a deg umihi.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229550.mp3	Di lweqt-nni, iban-d Yuḥenna Aɣeṭṭaṣ.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229576.mp3	Ur d-ttbanen ara imusnawen.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229578.mp3	Kerheɣ mi ara serḥen mliḥ i ṣṣut n tilifizyu.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229579.mp3	S tafukt ad telhu tfelwit.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229580.mp3	"Yenna-d ""azul""."	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229603.mp3	Netta d imsuji n wul.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229608.mp3	D iseɛdiyen, wid yesɛan ṛṛeḥma, axaṭer ad afen ṛṛeḥma!	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229609.mp3	Mkul dkeṛ ad yili d ayla n Umeɣlal.	1	0	thirties		
a1ea8ac727934bf6776d09d9dd264fde0d194d40b0aa64f5b2753e0945fd1568d064f6237693f8abf407091edbfca3aff56ecea7d0722797e3163ae2f5ed250c	common_voice_kab_20229610.mp3	Wigi, ur sen-ittunefk ara.	1	0	thirties		
0ef886949c352b6362cf444f64de27290c83ca9c8348abe3abafc5ef50d8c291fa71e7acf9819dec6991cb96fa90b97f39c4b42cd6dc631ca2544a791d639209	common_voice_kab_20229621.mp3	Ma d tameṭṭut, ɛecṛa n iṣurdiyen kan ad qadden.	1	0	thirties	female	
0ef886949c352b6362cf444f64de27290c83ca9c8348abe3abafc5ef50d8c291fa71e7acf9819dec6991cb96fa90b97f39c4b42cd6dc631ca2544a791d639209	common_voice_kab_20229627.mp3	Nɣant-am-tt.	1	0	thirties	female	
0ef886949c352b6362cf444f64de27290c83ca9c8348abe3abafc5ef50d8c291fa71e7acf9819dec6991cb96fa90b97f39c4b42cd6dc631ca2544a791d639209	common_voice_kab_20229628.mp3	Ad t-ǧǧeɣ ad yers.	1	0	thirties	female	
0ef886949c352b6362cf444f64de27290c83ca9c8348abe3abafc5ef50d8c291fa71e7acf9819dec6991cb96fa90b97f39c4b42cd6dc631ca2544a791d639209	common_voice_kab_20229632.mp3	Aggagen d yimsujjiyen, d taluft n yimuḍan akked Remḍan, abeɛda wid yettidiren s waṭṭanen idumen.	1	0	thirties	female	
0ef886949c352b6362cf444f64de27290c83ca9c8348abe3abafc5ef50d8c291fa71e7acf9819dec6991cb96fa90b97f39c4b42cd6dc631ca2544a791d639209	common_voice_kab_20229635.mp3	Azul fell-awen meṛṛa!	1	0	thirties	female	
